Date,Open,High,Low,Close,Adj Close,Volume
2014-02-17,76.112854,76.367142,74.942856,75.035713,66.352722,69696200
2014-02-24,74.735718,76.107140,73.657143,75.177139,66.477783,367732400
2014-03-03,74.774284,76.392860,74.687141,75.777145,67.008354,276050600
2014-03-10,75.480003,77.094284,74.714287,74.955711,66.281975,288019200
2014-03-17,75.385712,76.605713,75.028572,76.124283,67.315308,304098200
2014-03-24,76.917145,78.428574,76.321426,76.694283,67.819397,340089400
2014-03-31,77.032860,77.639999,75.797142,75.974289,67.182701,246861300
2014-04-07,75.431427,76.034286,73.877144,74.230003,65.640236,312819500
2014-04-14,74.557144,75.394287,73.047142,74.991432,66.313568,242816000
2014-04-21,75.048569,81.712860,74.851425,81.705711,72.250885,482559700
2014-04-28,81.828575,85.632858,81.792854,84.654289,74.858269,474766600
2014-05-05,84.305717,86.344284,82.904289,83.648575,73.968933,366597700
2014-05-12,83.927139,85.361427,83.628571,85.358574,78.534492,261613100
2014-05-19,85.407143,87.818573,85.332855,87.732857,80.718971,295605100
2014-05-26,87.982857,92.024284,87.947144,90.428574,83.199173,401210600
2014-06-02,90.565712,93.037140,88.928574,92.224289,84.851349,412821500
2014-06-09,92.699997,95.050003,90.879997,91.279999,83.982529,293147000
2014-06-16,91.510002,92.750000,90.900002,90.910004,83.642128,235227000
2014-06-23,91.320000,92.000000,89.650002,91.980003,84.626579,216257000
2014-06-30,92.099998,94.099998,92.089996,94.029999,86.512680,139062100
2014-07-07,94.139999,96.800003,93.519997,95.220001,87.607529,231830000
2014-07-14,95.860001,97.099998,92.570000,94.430000,86.880707,248970200
2014-07-21,94.989998,97.879997,93.720001,97.669998,89.861679,276392000
2014-07-28,97.820000,99.440002,94.809998,96.129997,88.444794,236825000
2014-08-04,96.370003,96.580002,93.279999,94.739998,87.165909,223025000
2014-08-11,95.269997,98.190002,94.839996,97.980003,90.595291,179363000
2014-08-18,98.489998,101.470001,97.980003,101.320000,93.683578,247332000
2014-08-25,101.790001,102.900002,100.699997,102.500000,94.774620,238846000
2014-09-01,103.059998,103.739998,97.790001,98.970001,91.510666,323160000
2014-09-08,99.300003,103.080002,96.139999,101.660004,93.997940,462051800
2014-09-15,102.809998,103.050003,98.889999,100.959999,93.350693,297352900
2014-09-22,101.800003,102.940002,97.720001,100.750000,93.156509,338824900
2014-09-29,98.650002,101.540001,98.040001,99.620003,92.111702,247749100
2014-10-06,99.949997,102.379997,98.309998,100.730003,93.138023,280258200
2014-10-13,101.330002,101.779999,95.180000,97.669998,90.308647,358539800
2014-10-20,98.320000,105.489998,98.220001,105.220001,97.289619,358532900
2014-10-27,104.849998,108.040001,104.699997,108.000000,99.860077,220230600
2014-11-03,108.220001,110.300003,107.720001,109.010002,100.793953,199952900
2014-11-10,109.019997,114.190002,108.400002,114.180000,106.032097,205166700
2014-11-17,114.269997,117.570000,113.300003,116.470001,108.158691,233414700
2014-11-24,116.849998,119.750000,116.620003,118.930000,110.443123,181873900
2014-12-01,118.809998,119.250000,111.269997,115.000000,106.793579,266589700
2014-12-08,114.099998,114.849998,109.349998,109.730003,101.899651,259868000
2014-12-15,110.699997,113.239998,106.260002,111.779999,103.803352,328856600
2014-12-22,112.160004,114.519997,111.970001,113.989998,105.855652,119396500
2014-12-29,113.790001,114.769997,107.349998,109.330002,101.528191,152088400
2015-01-05,108.290001,113.250000,104.629997,112.010002,104.016945,283252500
2015-01-12,112.599998,112.800003,105.199997,105.989998,98.426529,303607000
2015-01-19,107.839996,113.750000,106.500000,112.980003,104.917725,198737000
2015-01-26,113.739998,120.000000,109.029999,117.160004,108.799446,465842700
2015-02-02,118.050003,120.510002,116.080002,118.930000,110.443123,270757300
2015-02-09,118.550003,127.480003,118.430000,127.080002,118.477295,303206800
2015-02-16,127.489998,129.500000,126.919998,129.500000,120.733452,194354900
2015-02-23,130.020004,133.600006,126.610001,128.460007,119.763885,368216200
2015-03-02,129.250000,130.279999,125.760002,126.599998,118.029785,246938500
2015-03-09,127.959999,129.570007,121.629997,123.589996,115.223557,326514100
2015-03-16,123.879997,129.250000,122.870003,125.900002,117.377174,266672900
2015-03-23,127.120003,128.039993,122.599998,123.250000,114.906578,209326300
2015-03-30,124.050003,126.489998,123.099998,125.320000,116.836441,162031800
2015-04-06,124.470001,128.119995,124.330002,127.099998,118.495934,182207500
2015-04-13,128.369995,128.570007,124.459999,124.750000,116.305008,171186100
2015-04-20,125.570000,130.630005,125.169998,130.279999,121.460663,207440700
2015-04-27,132.309998,134.539993,124.580002,128.949997,120.220688,420972300
2015-05-04,129.500000,130.570007,123.360001,127.620003,118.980751,271892000
2015-05-11,127.389999,129.490005,124.820000,128.770004,120.554352,208301500
2015-05-18,128.380005,132.970001,128.360001,132.539993,124.083832,217297400
2015-05-25,132.600006,132.910004,129.119995,130.279999,121.968010,198148600
2015-06-01,130.279999,131.389999,128.360001,128.649994,120.442009,170746700
2015-06-08,128.899994,130.179993,125.620003,127.169998,119.056442,220114600
2015-06-15,126.099998,128.309998,125.709999,126.599998,118.522812,198525200
2015-06-22,127.489998,129.800003,126.510002,126.750000,118.663246,195594000
2015-06-29,125.459999,126.940002,124.480003,126.440002,118.373024,150981900
2015-07-06,124.940002,126.230003,119.220001,123.279999,115.414635,274944900
2015-07-13,125.029999,129.619995,124.320000,129.619995,121.350128,189244900
2015-07-20,130.970001,132.970001,121.989998,124.500000,116.556770,344269000
2015-07-27,123.089996,123.910004,120.910004,121.300003,113.560951,191598600
2015-08-03,121.500000,122.570000,112.099998,115.519997,108.149704,385000600
2015-08-10,116.529999,119.989998,109.629997,115.959999,109.053047,344717200
2015-08-17,116.040001,117.650002,105.650002,105.760002,99.460594,319668200
